gateway,gateway_document_number,gateway_name
WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA | 18490448000104,18490448000104,WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA
Sortenabet Gaming Brasil SA | c3b19010-f834-42d6-9ead-05405a630072,54989030000100,Sortenabet Gaming Brasil SA
JONBET | 03fb57f7-36ef-4226-8427-637cfd8b9e05,35210410000141,JONBET
ALL BETS | 1ec168c8-b4fa-4b35-9b1e-c6a69e109f5f,93138451001223,ALL BETS
PIXBET SOLUÇÕES TECNOLOGICAS LTDA | f4e82f7b-969c-44b1-962f-cc1fe50d485e,40633348000130,PIXBET SOLUÇÕES TECNOLOGICAS LTDA
SEGURO BET LTDA | 630f3854-dfc5-47d3-8409-43e1cb0f4b5e,56268974000105,SEGURO BET LTDA
PAGSMILE INTERMEDIACAO E AGENCIAMENTO DE NEGOCIOS | 23010551000131,23010551000131,PAGSMILE INTERMEDIACAO E AGENCIAMENTO DE NEGOCIOS
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 9c66f250-5d01-4b85-a756-c6e1eb6b418a,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
CLEARPAY SOLUCOES FINANCEIRAS LTDA | b9cf3393-c177-4783-a0a4-6f38dfd63261,56907517000113,CLEARPAY SOLUCOES FINANCEIRAS LTDA
pixs cobranca e servicos em tecnologia s.a | 41fad3cc-5ac6-42dd-9a87-ec9c5b47ebf2,40953545000137,pixs cobranca e servicos em tecnologia s.a
ANSPACE INSTITUICAO DE PAGAMENTO | 22443203000276,22443203000276,ANSPACE INSTITUICAO DE PAGAMENTO
PIX STAR BRASILIAN NV | 22443203000195,22443203000195,PIX STAR BRASILIAN NV
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 38667dbc-89a8-4365-bd54-7907a1618f17,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
PAGFAST COBRANCA E SERVICOS EM TECNOLOGIA S A | 4b59b8e1-a1f3-4742-85cf-a450349cbd98,46261360000148,PAGFAST COBRANCA E SERVICOS EM TECNOLOGIA S A
BPX BETS SPORTS GROUP LTDA | 4484327e-b4ec-4655-8dee-5d9c44402e8d,55590815000160,BPX BETS SPORTS GROUP LTDA
SUPREMA BET | e874cfe2-873c-47ad-a70b-1d0320638453,56183358000151,SUPREMA BET
FOGGO ENTERTAINMENT LTD | 56431248000161,56431248000161,FOGGO ENTERTAINMENT LTD
FOGGO ENTERTAINMENT LTDA. | 56431248000161,56431248000161,FOGGO ENTERTAINMENT LTDA.
N INSTITUICAO DE PAGAMENTO LTDA | 57056451000168,57056451000168,N INSTITUICAO DE PAGAMENTO LTDA
SPORTSBET.IO - MPROCESSING SOLUTIONS LTD | 22443203000195,22443203000195,SPORTSBET.IO - MPROCESSING SOLUTIONS LTD
ALL BETS | 4be16bd6-9e18-4f9c-bd8b-a9252bc8be6e,93138451000170,ALL BETS
KAKAPAY - MLsoft Technology LLC | 22443203000276,22443203000276,KAKAPAY - MLsoft Technology LLC
ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL | c0b5a2a3-db53-4b40-9a6f-7ae354a9a353,22443203000276,ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL
HOPE GAMING LTDA | 56264199000110,56264199000110,HOPE GAMING LTDA
FORTUNA PAY CONSULTORIA FINANCEIRA LTDA | 525b65f9-cd20-4971-ac4d-0a00de990025,53731130000160,FORTUNA PAY CONSULTORIA FINANCEIRA LTDA
SECURELINK CONSULTORIA FINANCEIRA LTDA | fcc41856-7dfd-495d-84b1-f34106b09f5f,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
SECURELINK CONSULTORIA FINANCEIRA LTDA | 9928dc9f-1b5f-4c68-b747-b6f7a8cb2575,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
OPP SERVICOS FINANCEIROS E COB | 59c0ec3a-4c2a-4c11-b59d-8a5273ac3d5e,16944045000154,OPP SERVICOS FINANCEIROS E COB
PEACH BLOSSOM RIVER TECHNOLOGY | 55528164000188,55528164000188,PEACH BLOSSOM RIVER TECHNOLOGY
Oms Tecnologia Ltda | 46558143000114,46558143000114,Oms Tecnologia Ltda
GAMEWIZ | c25822cc-6e98-413c-8afa-49697fb06114,56195099000189,GAMEWIZ
SANTIAGO MENDES DE SOUZA EPP | 6efc3930-b625-4b24-b12c-e4fb50c26e76,31172740000139,SANTIAGO MENDES DE SOUZA EPP
UPBET BRASIL LTDA | 2dc9403a-2141-4764-bf2a-c0d5fdae2816,56236761000100,UPBET BRASIL LTDA
SECURELINK CONSULTORIA FINANCEIRA LTDA | 5d36b499-43de-45bd-8274-c5116817fa83,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
VACANO FACILITADORA DE PAGAMENTOS LTDA | 39268650000158,39268650000158,VACANO FACILITADORA DE PAGAMENTOS LTDA
LCT-BETNAC | 31023573000164,31023573000164,LCT-BETNAC
G2E GAMES N.V. | 22443203000276,22443203000276,G2E GAMES N.V.
M C R T3 INVESTIMENTO LTDA | eeecab10-8924-43c6-8d17-26570c65dc39,58321844000114,M C R T3 INVESTIMENTO LTDA
ALL BETS APOSTAS ESPORTIVAS LTDA | a529bf83-7a08-4942-9fc6-a35a7117d144,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
BLOW MARKETPLACE LTDA | 0669c089-fc02-4f9c-b127-84b1c621e9f2,37486405000191,BLOW MARKETPLACE LTDA
BLISS PAGAMENTOS LTDA | 00003e9b-5dba-48bf-bd5f-1c3a2b029d0c,31172740000139,BLISS PAGAMENTOS LTDA
Shoprms Tecnologia e Servicos Ltda | eb29521b-a9fa-4ad5-b4c4-cc58b631016e,45707166000180,Shoprms Tecnologia e Servicos Ltda
ZILS TRANSFER GAMES E PARTICIPACOES | 49ffdda7-ef14-4232-a567-8c38c076c9e4,49457115000107,ZILS TRANSFER GAMES E PARTICIPACOES
YE PAY SERVICOS FINANCEIROS LTDA | 56a0443d-4f51-4bf4-bcc3-5c8e27f4796c,57020169000120,YE PAY SERVICOS FINANCEIROS LTDA
OKP 1xBet | f6e34359-a8a4-4a68-ac5b-6753eaaf9818,35210410000141,OKP 1xBet
ALL BETS | c7f20d62-4228-4344-9fdb-eb9c0c6c4bb0,93138451000170,ALL BETS
AK FINTECH SOLUTIONS LTDA | f5d9f257-833e-4756-8bf8-8308c5871bb3,55781283000148,AK FINTECH SOLUTIONS LTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 70941a9d-663a-4e3b-9180-4747cb6ebca4,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
ZRO IP  ONABET | 26264220000116,26264220000116,ZRO IP  ONABET
VARGAS TECNOLOGIA E VENDAS ONLINE LTDA | bfa4cd67-9501-4e3b-b0cf-1bcac7ead596,4721736000100,VARGAS TECNOLOGIA E VENDAS ONLINE LTDA
VACANO FACILITADORA DE PAGAMENTOS LTDA | 7aeacbc4-a140-4d4a-baa0-b01f5fb9e5ea,39268650000158,VACANO FACILITADORA DE PAGAMENTOS LTDA
HKPPay | 37233496000153,37233496000153,HKPPay
VCOIN TECNOLOGIA E INVESTIMENTOS LTDA  | 57370992000166,57370992000166,VCOIN TECNOLOGIA E INVESTIMENTOS LTDA
PAGGUE INTERMEDIACAO DE SERVICOS E NEGOCIOS LTDA | e5b0c915-20cd-418b-babd-78b85788535c,29639420000102,PAGGUE INTERMEDIACAO DE SERVICOS E NEGOCIOS LTDA
SORTENABET -  GAMING  SERVICES PROVIDER N.V | 22443203000195,22443203000195,SORTENABET -  GAMING  SERVICES PROVIDER N.V
Betesporte Apostas On Line LTDA | d65aa50d-d5f9-412c-ba4c-8b73bcdcd3ba,56295104000125,Betesporte Apostas On Line LTDA
BETVIP - DECOLA OPERATIONS N.V. | 22443203000276,22443203000276,BETVIP - DECOLA OPERATIONS N.V.
AK FINTECH SOLUTIONS LTDA | 116da034-f892-4ada-a073-2c508da8a937,55781283000148,AK FINTECH SOLUTIONS LTDA
Reals Brasil Ltda. | 5d56cfa8-607e-4fb3-ba4f-a5ed0457e7a8,56197912000150,Reals Brasil Ltda.
Hkp Bank | 55318837000175,55318837000175,Hkp Bank
PAY BROKERS EFX FACILITADORA DE PAGAMENTOS S.A. | 715db35b-4182-409e-b8e9-c1ac4a407c54,34841787000993,PAY BROKERS EFX FACILITADORA DE PAGAMENTOS S.A.
LCT-MRJACK | 31023573000164,31023573000164,LCT-MRJACK
JUST PAGAMENTOS LTDA | 3665b344-d201-4204-87e6-07c97b9ce9b1,34882109000111,JUST PAGAMENTOS LTDA
VOLUTI | f258e80e-2b26-463d-803a-78aabd148d5b,30385259000169,VOLUTI
RR PARTICIPACOES E INTERMEDIACOES DE NEGOCIOS SA | 59b20ffa-24fd-4f5b-aab0-15cb0f8a735a,23159703000162,RR PARTICIPACOES E INTERMEDIACOES DE NEGOCIOS SA
BLAC JOGOS LTDA | 7c21f861-b2fb-45e5-b92e-a1ce279fef78,55988317000170,BLAC JOGOS LTDA
ALL BETS | 861aed48-6052-4c15-9ef3-9eec5b594860,93138451000170,ALL BETS
F12 GAMING N.V. | 22443203000276,22443203000276,F12 GAMING N.V.
LBBR APOSTAS DE QUOTA FIXA LIMITADA | 0686835e-6a2a-4f54-95a3-24016aacbef4,56441713000145,LBBR APOSTAS DE QUOTA FIXA LIMITADA
LIBERA SERVICOS | 7f5fe4c4-8a1e-4f00-9f71-08a98f9c576e,32906701000180,LIBERA SERVICOS
M C R T3 INVESTIMENTO LTDA | 4dbb22d6-9fb0-4d83-99b5-3ca5e5c88de2,58321844000114,M C R T3 INVESTIMENTO LTDA
OKTO TECH LTDA | ac5c8d26-865a-4c0d-8012-03c46225b8c3,51583189000123,OKTO TECH LTDA
OKTO TECH LTDA | e0ddc738-536a-4bf5-be5e-9997f2377b09,51583189000123,OKTO TECH LTDA
Suit pay Pagamentos Ltda | 53449850-178c-4ecd-b86b-a0e5922637a1,38333425000195,Suit pay Pagamentos Ltda
ALL BETS | 002c1b64-6e58-4646-a6f3-b56b146c610c,93138451000170,ALL BETS
SELECT OPERATIONS LTDA | 64915e2b-cc71-489d-ade6-4f5138f8ca3b,56875122000186,SELECT OPERATIONS LTDA
VANGUARD ENTRETENIMENTO BRASIL | 7f70dcd8-4467-4663-b80f-ca8f14bc19a1,56885537000130,VANGUARD ENTRETENIMENTO BRASIL
YE  PAY SERVICOS FINANCEIROS LTDA | feb3aa09-80b8-4c56-bac6-eee311228fbd,57020169000120,YE  PAY SERVICOS FINANCEIROS LTDA
Moneta Transfer LTDA | e52f908a-179c-459b-b7f3-5f9dc3676f28,48206461000141,Moneta Transfer LTDA
Viva Sorte | 56302709000104,56302709000104,Viva Sorte
JUST PAGAMENTOS LTDA | 66ca3c65-5ca1-44d7-b154-a21695f2d4ac,34882109000111,JUST PAGAMENTOS LTDA
CW INVESTMENTS N.V. | 22443203000276,22443203000276,CW INVESTMENTS N.V.
Brapay Negócio é participação LTDA | 9db729f9-5bff-42eb-8bf5-f7cebe1574a6,49138107000190,Brapay Negócio é participação LTDA
NOAH TIME N.V.   | 22443203000195,22443203000195,NOAH TIME N.V.
SAFE WAY GESTAO DE RECURSOS FINANCEIROS LTDA | 39251938-3a03-4b34-a745-d44a3302528f,40033405000140,SAFE WAY GESTAO DE RECURSOS FINANCEIROS LTDA
LEVANTE BRASIL LTDA | d1b02d68-b684-486b-96bd-051e36044ee6,55045663000114,LEVANTE BRASIL LTDA
GREENBETS - TRUST RECIFE B.V. | 22443203000195,22443203000195,GREENBETS - TRUST RECIFE B.V.
Ginga | 56302709000104,56302709000104,Ginga
PAULO R LEMOS E CIA LTDA FILIAL FLORIPA | 1389a94f-817b-4c8b-930d-affbc2918eb4,93138451001223,PAULO R LEMOS E CIA LTDA FILIAL FLORIPA
ONETOUCH TECNOLOGIA LTDA | 49440778000100,49440778000100,ONETOUCH TECNOLOGIA LTDA
PIX STAR BRASILIAN N.V. | 22443203000276,22443203000276,PIX STAR BRASILIAN N.V.
ABC TECH LTDA | 55318837000175,55318837000175,ABC TECH LTDA
PAY RETAILERS BR SERVICOS DE PAGAMENTOS LTDA | 3f357898-953e-4609-ada4-2927c9ac5136,32364718000153,PAY RETAILERS BR SERVICOS DE PAGAMENTOS LTDA
PYX PAY INTERM DE NEG LTD | 51819983000123,51819983000123,PYX PAY INTERM DE NEG LTD
PAGGUE I S E NEGOCIOS LTDA | 17b97fed-f464-4baa-9b41-c38c52e0c0a9,29639420000102,PAGGUE I S E NEGOCIOS LTDA
Ycfshop Tecnologia Em Ecommerce Ltda |,46558143000114,Ycfshop Tecnologia Em Ecommerce Ltda
Pyx pay ltda | 51819983000123,51819983000123,Pyx pay ltda
LUCKY PAY LTDA | 51f23f2c-1cc6-41b9-8985-18ff95c674b3,53348968000170,LUCKY PAY LTDA
ONEPAY MEIOS DE PAGAMENTOS LTDA | 48820105000113,48820105000113,ONEPAY MEIOS DE PAGAMENTOS LTDA
DF PARTICIPACOES LTDA | e3dfc4bd-c3ce-436d-bd3d-13f3c3ddc905,57841833000100,DF PARTICIPACOES LTDA
ONEPAY MEIOS DE PAGAMENTOS LTDA | ef1c1503-70f1-41b8-a948-bb105a5be549,48820105000113,ONEPAY MEIOS DE PAGAMENTOS LTDA
FUTURAS APOSTAS LTDA | dfaa5568-325b-40ac-a375-ca01c9702c2b,55399607000188,FUTURAS APOSTAS LTDA
RM PROMOCAO WEB BARATEIROSHOP LTDA | 51688853000107,51688853000107,RM PROMOCAO WEB BARATEIROSHOP LTDA
Connex Servicos de Processamento Ltda | 2cdc7b48-d520-4f20-adfc-f7124a7c9310,68990019000166,Connex Servicos de Processamento Ltda
JPS INTERMEDIACOES E SERVICOS FINANCEIROS LTDA | 67f50f0b-0224-4c8f-8df2-a936f1205463,47726411000122,JPS INTERMEDIACOES E SERVICOS FINANCEIROS LTDA
PIXTOPAY SOLUCOES DE PAGAMENTOS SA | a5c9c965-aa94-4044-b611-65d2a5d480c7,48278458000133,PIXTOPAY SOLUCOES DE PAGAMENTOS SA
Pay2free | 9870f393-5425-498d-a77b-ec1eb40a79da,44478318000158,Pay2free
VENTMEAR BRASIL S.A. | 65c4d9ea-0faa-40f5-820e-fc7b550fcc31,52868380000184,VENTMEAR BRASIL S.A.
ALL BETS | b368dc08-b63e-412e-a216-d8d09e131dd7,93138451000170,ALL BETS
BRAND FORCE MASTERY LTDA | 2dc44d4a-0dd9-478a-9e7e-eeeb795fab9b,44708338000178,BRAND FORCE MASTERY LTDA
PAGFAST COBRANCA E SERVICOS EM TECNOLOGIA SA | da2a4ca4-9041-4ac4-b01c-b9fee3ddb3e4,46261360000229,PAGFAST COBRANCA E SERVICOS EM TECNOLOGIA SA
CONNEX SERVICOS DE PROCESSAMENTO LTDA | 68990019000166,68990019000166,CONNEX SERVICOS DE PROCESSAMENTO LTDA
GOLD PAGO LTDA | 57255542000122,57255542000122,GOLD PAGO LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 41433374000188,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
BC PAY MEIOS DE PAGAMENTO LTDA | 4bf35bf4-29dd-4f89-8d32-316f75f14177,52580208000120,BC PAY MEIOS DE PAGAMENTO LTDA
BLISS PAGAMENTOS LTDA | 1b065756-ea19-4673-ae16-722d01ebce8a,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 27ee3796-13a8-4757-aaa9-ab494900aeb6,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 594947a0-245c-4292-954a-98d4ecd8b6d9,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 8bc50661-d324-4a55-aefa-e904d146bcdb,31172740000139,BLISS PAGAMENTOS LTDA
BYTECH LTDA | 818b37c8-95d7-4a60-b8bb-119a7b65a371,31823471000123,BYTECH LTDA
FASTCASH DINHEIRO DIGITAL SOCIEDADE UNIPESSOAL LIMITADA | c193ef2f-da03-4877-b9a1-a037ae0af676,37233496000153,FASTCASH DINHEIRO DIGITAL SOCIEDADE UNIPESSOAL LIMITADA
ANSPACE INSTITUICAO DE PAGAMENTO LTDA | 6e662675-3d7d-4961-a884-2f0630dc3695,22443203000276,ANSPACE INSTITUICAO DE PAGAMENTO LTDA
ANSPACE INSTITUICAO DE PAGAMENTO LTDA | f3a1cc35-0534-4502-bd12-41c712918749,22443203000195,ANSPACE INSTITUICAO DE PAGAMENTO LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 5ce8d7a9-7a2a-4c1a-bd2e-35c5fa4ad37b,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
AK FINTECH SOLUTIONS LTDA | c0c032ac-3c6c-4025-9ef2-bb7b50b90d35,55781283000148,AK FINTECH SOLUTIONS LTDA
PLAYFLOW PROCESSADORA DE PAGAMENTOS LTDA | d79903ed-1f19-41af-8880-37a8de9f3faa,55898539000100,PLAYFLOW PROCESSADORA DE PAGAMENTOS LTDA
ZRO IP  ONABET | f1bdfcc4-1792-4a05-883f-560b95c72bf4,26264220000116,ZRO IP  ONABET
PAY INSTITUICAO DE PAGAMENTO S.A. | 36690516000152,36690516000152,PAY INSTITUICAO DE PAGAMENTO S.A.
GOLDEN CAT PROCESSAMENTO DE PAGAMENTO LTDA | 52348833000141,52348833000141,GOLDEN CAT PROCESSAMENTO DE PAGAMENTO LTDA
ORGAN-ON SOFTWARE BRASIL | 30726529000158,30726529000158,ORGAN-ON SOFTWARE BRASIL
ARGOPAGO LTDA | d5314921-6895-4103-ae49-2e4a70631453,35832973000171,ARGOPAGO LTDA
Sky Fintech | df3a7baf-1e9f-4e43-90c9-3fd3cf5ab8bc,52201341000129,Sky Fintech
5GBET APOSTAS LTDA | 65392bd9-9eaa-483e-9cc6-d5228b4c8408,58076990000121,5GBET APOSTAS LTDA
FORTUNE PAY LTDA | 49a43801-67bb-48af-85a2-cefd2b974f6a,53387663000177,FORTUNE PAY LTDA
LUCKY PAY PIX | 53348968000170,53348968000170,LUCKY PAY PIX
Securelink | 53733396000142,53733396000142,Securelink
FOREST PAY LTDA | 075e984a-32e1-4ec1-b6f1-ebcb4ec6603c,53341159000136,FOREST PAY LTDA
VOLUTI GESTAO FINANCEIRA - LTDA | e8bdf5a0-31e8-4685-959f-005ff99354d7,30385259000169,VOLUTI GESTAO FINANCEIRA - LTDA
Safe Way Gestao de Recursos Financeiros Ltda       | 5c2bb46a-a299-4934-8637-914106a37cc4,40033405000140,Safe Way Gestao de Recursos Financeiros Ltda
PAY BROKERS EFX FACILITADORA DE PAGAMENTOS SA | 34841787000993,34841787000993,PAY BROKERS EFX FACILITADORA DE PAGAMENTOS SA
JPS INTERMEDIACOES E SERVICOS FINANCEIROS LTDA | 62886133-4c53-4b5f-a31c-718abc379372,47726411000122,JPS INTERMEDIACOES E SERVICOS FINANCEIROS LTDA
LUCKY GAMING LTDA | 599574d9-1a4f-4cbb-b327-d6a4e9febf8e,56212040000151,LUCKY GAMING LTDA
ALL BETS | afbb5c0f-9ba2-472b-a077-7dd923bdbf21,93138451000170,ALL BETS
F12 DO BRASIL JOGOS ELETRONICOS LTDA | 8aeeb4b5-f8ab-491b-822a-c8c91424655c,51897834000182,F12 DO BRASIL JOGOS ELETRONICOS LTDA
Wudi pay Correspondente de Instituicao Financeira Ltda | 3a0887ac-4035-4b86-bb7d-c3ab498846d5,18490448000104,Wudi pay Correspondente de Instituicao Financeira Ltda
HKPPAY PAGAMENTOS E COBRANCAS LTDA | b8ccc6f2-9ce9-402e-96af-2f11efd9f3b5,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
Ezzepay instituição de pagamento LTDA | 37743906000106,37743906000106,Ezzepay instituição de pagamento LTDA
EZZEPAY INSTITUICAO DE PAGAMENTO LTDA | 3447867d-702b-426a-9026-c90223de276e,37743906000106,EZZEPAY INSTITUICAO DE PAGAMENTO LTDA
ApostaRaiz LTDA | 57839076000122,57839076000122,ApostaRaiz LTDA
F7 JOGOS LTDA | 5f3e664d-ca29-45b9-ad5a-e6998084a5cf,57972577000182,F7 JOGOS LTDA
ROCKET PAGO LTDA | 70b58cf4-0909-4dbb-95ac-687034f27e14,57252890000146,ROCKET PAGO LTDA
SECURELINK CONSULTORIA FINANCEIRA LTDA | 223b020a-bad0-4a76-8111-071748f4ee13,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
AK FINTECH SOLUTIONS LTDA | 5e153d51-2c7c-4926-ba9d-5d1aedd6972b,55781283000148,AK FINTECH SOLUTIONS LTDA
ROCKET PAGO LTDA | 1dbe88af-d0d9-4bf8-993f-a47b1afc77e3,57252890000146,ROCKET PAGO LTDA
ALL BETS APOSTAS ESPORTIVAS LTDA | 0e5e6695-bce2-4ead-a079-0dd13b5bd2b2,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
SEGURO BET LTDA | 13fcb01c-7131-467b-89a9-f5cd12b25c76,56268974000105,SEGURO BET LTDA
Eos pay Marketing E Negocios Ltda | 056da11b-4a2a-4f01-8ab4-29adf9434ba4,52505718000133,Eos pay Marketing E Negocios Ltda
OIG GAMING BRAZIL LTDA | 95b0e038-f449-42cc-868e-bbee5c299448,55459453000172,OIG GAMING BRAZIL LTDA
OIG GAMING BRAZIL LTDA | b9b1d64d-6c6a-4a01-9abc-78adc9e2f75d,55459453000172,OIG GAMING BRAZIL LTDA
ALL BETS | 176d3c28-f604-4f94-8493-89050430507a,93138451000170,ALL BETS
49.726.523 LTDA | eba7ba1a-5621-4ed7-9f81-564a0ae7991c,49726523000109,49.726.523 LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 0399507c-ee7a-4c2c-bef9-453ef3e6d844,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
SERVICOS E INTERMEDIACOES PAAG LTDA | 41388405000126,41388405000126,SERVICOS E INTERMEDIACOES PAAG LTDA
ALL BETS APOSTAS ESPORTIVAS LTDA | ab6e700e-a8c3-4b1f-beea-a8fd5a1fa4a2,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
VENTMEAR BRASIL SA | 52868380000184,52868380000184,VENTMEAR BRASIL SA
LATINBET | 44708338000178,44708338000178,LATINBET
Onekey Payments Instituiçao de Pagamento S.A. | 35210410000141,35210410000141,Onekey Payments Instituiçao de Pagamento S.A.
F7 JOGOS LTDA | b134b490-b658-489f-9308-a8ab8faa42d8,57972577000182,F7 JOGOS LTDA
Wudi pay Correspondente de Instituicao Financeira Ltda | 8efda2c0-9cf8-4171-9969-20aed78e6a49,18490448000104,Wudi pay Correspondente de Instituicao Financeira Ltda
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 75005015-e8cc-4b29-b38d-06fc81f70338,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | e03d770b-237a-4336-9d81-e78763189b24,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
WEpayments | 32708748000130,32708748000130,WEpayments
MANHATTAN SERVICOS FINANCEIROS LTDA | 19589575000110,19589575000110,MANHATTAN SERVICOS FINANCEIROS LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 7f6506ef-187a-4c7d-97ac-377d8651c9bd,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 10cca745-0aa6-4233-a5a4-b42443e3d7af,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
EA ENTRETENIMENTO E ESPORTES LTDA | 1b2e1cc2-8495-4998-adcb-7b67b00dc676,53570592000143,EA ENTRETENIMENTO E ESPORTES LTDA
HIPER PAY LTDA | 46895208000117,46895208000117,HIPER PAY LTDA
CLEARPAY SOLUCOES FINANCEIRAS LTDA | 5dc2ad52-ad4e-446f-b920-919029fa5bfc,56907517000113,CLEARPAY SOLUCOES FINANCEIRAS LTDA
Voluti Gestão Financeira LTDA | 30385259000169,30385259000169,Voluti Gestão Financeira LTDA
PAY BROKERS EFX FACILITADORA DE PAGAMENTOS SA | 34841787000136,34841787000136,PAY BROKERS EFX FACILITADORA DE PAGAMENTOS SA
POWERFULL TECNOLOGIA LTDA | a5b7c1f6-4121-48d8-8317-57669f0c47f0,49440778000100,POWERFULL TECNOLOGIA LTDA
PAY2M SOLUCOES FINANCEIRAS LTDA | c4b937d4-43da-4a4b-a1b6-9f7b789902b8,50226014000104,PAY2M SOLUCOES FINANCEIRAS LTDA
VARGAS TECNOLOGIA E VENDAS ONLINE LTDA | 08dde815-59f5-420e-adfb-1ce36eebb93a,4721736000100,VARGAS TECNOLOGIA E VENDAS ONLINE LTDA
VIRTUALPAY PAGAMENTOS | 51977226000188,51977226000188,VIRTUALPAY PAGAMENTOS
Bigbang Instituicao de Pagamento Ltda | 35795575000122,35795575000122,Bigbang Instituicao de Pagamento Ltda
BLISS PAGAMENTOS LTDA | aa75346a-a9ba-48dd-b93a-7b7e45ff2251,31172740000139,BLISS PAGAMENTOS LTDA
CDA GAMING LTDA | 67bfb754-61c7-45e6-bd7e-7b9aeadb76f7,56636543000154,CDA GAMING LTDA
Pyx pay ltda | e8727fcf-b8d3-470e-a5cc-e3339c7e1ea4,51819983000123,Pyx pay ltda
ALL BETS APOSTAS ESPORTIVAS LTDA | c7d25b8c-b7e8-4f24-865d-861efdf62875,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
F12 DO BRASIL JOGOS ELETRONICOS LTDA. | 51897834000182,51897834000182,F12 DO BRASIL JOGOS ELETRONICOS LTDA.
ALL BETS APOSTAS ESPORTIVAS LTDA | 4b658e31-3c6b-433a-ae30-4161217d6ca3,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
Rr Participacoes e Intermediacoes de Negocios S/A | 23159703000162,23159703000162,Rr Participacoes e Intermediacoes de Negocios S/A
YE  PAY SERVICOS FINANCEIROS LTDA | ece1b66b-facf-4fea-b103-03c0d6a82333,57020169000120,YE  PAY SERVICOS FINANCEIROS LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 562e74bf-4774-4612-9103-4d189f0a5488,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
ZEROUMBET | 55997392000105,55997392000105,ZEROUMBET
BYTECH LTDA | f7a05687-54bf-4956-b426-e9d70ba49b6f,31823471000123,BYTECH LTDA
BRABET LOGAME LTDA. | 56349116000195,56349116000195,BRABET LOGAME LTDA.
LBBR APOSTAS DE QUOTA FIXA LIMITADA | 860aeb8d-cdcd-4b9e-8e5c-9bbaee0b8784,56441713000145,LBBR APOSTAS DE QUOTA FIXA LIMITADA
SECURELINK CONSULTORIA FINANCEIRA LTDA | b09def7a-6c91-4a75-b783-7f7bc2217e4b,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
DIGITOPAY PAGAMENTOS LTDA | 48348096000100,48348096000100,DIGITOPAY PAGAMENTOS LTDA
PAYS3GPIG | 57483876000153,57483876000153,PAYS3GPIG
FOGGO ENTERTAINMENT LTDA 1 | a31bcf30-f6a5-42f0-8c7a-41128f454a5f,56431248000161,FOGGO ENTERTAINMENT LTDA 1
okto tech ltda. | dfc2300b-c7e5-4cf5-8a36-1abc37d669fb,51583189000123,okto tech ltda.
ALL BETS | d92b877a-db3d-4c48-8543-8cb12e43f953,93138451001223,ALL BETS
SABIA ADMINISTRACAO LTDA | a1d92cca-3430-44df-b385-458464190785,4426418000116,SABIA ADMINISTRACAO LTDA
SAFEPAG | 31944425000182,31944425000182,SAFEPAG
